Ensembl_Gene_ID	Disease_ID	In_PhenoRank_Benchmarking
ENSG00000108946	OMIM:160980	TRUE
ENSG00000108946	OMIM:255960	TRUE
ENSG00000108946	OMIM:610489	FALSE
ENSG00000108950	OMIM:204690	FALSE
ENSG00000108963	OMIM:616901	FALSE
ENSG00000109062	OMIM:612287	FALSE
ENSG00000109063	OMIM:178110	TRUE
ENSG00000109063	OMIM:193700	TRUE
ENSG00000109063	OMIM:601680	TRUE
ENSG00000109099	OMIM:118220	TRUE
ENSG00000109099	OMIM:118300	TRUE
ENSG00000109099	OMIM:139393	TRUE
ENSG00000109099	OMIM:145900	TRUE
ENSG00000109099	OMIM:162500	TRUE
ENSG00000109099	OMIM:180800	TRUE
ENSG00000109101	OMIM:601705	TRUE
ENSG00000109103	OMIM:615518	FALSE
ENSG00000109132	OMIM:209880	TRUE
ENSG00000109132	OMIM:613013	FALSE
ENSG00000109163	OMIM:146110	TRUE
ENSG00000109220	OMIM:601626	TRUE
ENSG00000109320	OMIM:616576	FALSE
ENSG00000109323	OMIM:248510	FALSE
ENSG00000109424	OMIM:601665	TRUE
ENSG00000109501	OMIM:116400	TRUE
ENSG00000109501	OMIM:125853	TRUE
ENSG00000109501	OMIM:222300	TRUE
ENSG00000109501	OMIM:600965	TRUE
ENSG00000109501	OMIM:614296	FALSE
ENSG00000109618	OMIM:613811	FALSE
ENSG00000109654	OMIM:615490	FALSE
ENSG00000109667	OMIM:612076	FALSE
ENSG00000109705	OMIM:613330	FALSE
ENSG00000109738	OMIM:614619	FALSE
ENSG00000109775	OMIM:142669	TRUE
ENSG00000109846	OMIM:608810	TRUE
ENSG00000109846	OMIM:613763	FALSE
ENSG00000109846	OMIM:613869	FALSE
ENSG00000109846	OMIM:615184	FALSE
ENSG00000109861	OMIM:170650	TRUE
ENSG00000109861	OMIM:245000	TRUE
ENSG00000109861	OMIM:245010	TRUE
ENSG00000109906	OMIM:612447	FALSE
ENSG00000109911	OMIM:617141	FALSE
ENSG00000109927	OMIM:601543	FALSE
ENSG00000109927	OMIM:603629	FALSE
ENSG00000109929	OMIM:607330	TRUE
ENSG00000110013	OMIM:613551	FALSE
ENSG00000110057	OMIM:610551	FALSE
ENSG00000110060	OMIM:617051	FALSE
ENSG00000110063	OMIM:616459	FALSE
ENSG00000110074	OMIM:252010	TRUE
ENSG00000110074	OMIM:256000	TRUE
ENSG00000110090	OMIM:255120	TRUE
ENSG00000110092	OMIM:114500	TRUE
ENSG00000110092	OMIM:193300	TRUE
ENSG00000110092	OMIM:254500	TRUE
ENSG00000110195	OMIM:613068	FALSE
ENSG00000110243	OMIM:144650	TRUE
ENSG00000110243	OMIM:145750	TRUE
ENSG00000110245	OMIM:614028	FALSE
ENSG00000110274	OMIM:614845	FALSE
ENSG00000110324	OMIM:613148	FALSE
ENSG00000110395	OMIM:607785	TRUE
ENSG00000110395	OMIM:613563	FALSE
ENSG00000110400	OMIM:225060	TRUE
ENSG00000110435	OMIM:245349	FALSE
ENSG00000110436	OMIM:617105	FALSE
ENSG00000110628	OMIM:114480	TRUE
ENSG00000110628	OMIM:211980	TRUE
ENSG00000110628	OMIM:268210	TRUE
ENSG00000110651	OMIM:613496	FALSE
ENSG00000110711	OMIM:102200	TRUE
ENSG00000110711	OMIM:219090	FALSE
ENSG00000110711	OMIM:600634	TRUE
ENSG00000110717	OMIM:256000	TRUE
ENSG00000110719	OMIM:259700	TRUE
ENSG00000110723	OMIM:615028	FALSE
ENSG00000110756	OMIM:614074	FALSE
ENSG00000110799	OMIM:193400	TRUE
ENSG00000110799	OMIM:277480	TRUE
ENSG00000110799	OMIM:613554	FALSE
ENSG00000110911	OMIM:206100	TRUE
ENSG00000110921	OMIM:175900	TRUE
ENSG00000110921	OMIM:260920	TRUE
ENSG00000110921	OMIM:610377	FALSE
ENSG00000111012	OMIM:264700	FALSE
ENSG00000111046	OMIM:614408	FALSE
ENSG00000111057	OMIM:215600	TRUE
ENSG00000111199	OMIM:113500	TRUE
ENSG00000111199	OMIM:156530	TRUE
ENSG00000111199	OMIM:168400	TRUE
ENSG00000111199	OMIM:181405	TRUE
ENSG00000111199	OMIM:184095	TRUE
ENSG00000111199	OMIM:184252	TRUE
ENSG00000111199	OMIM:600175	TRUE
ENSG00000111199	OMIM:606071	TRUE
ENSG00000111199	OMIM:606835	TRUE
ENSG00000111199	OMIM:613508	FALSE
ENSG00000111245	OMIM:608758	TRUE
ENSG00000111252	OMIM:133100	TRUE
ENSG00000111252	OMIM:187950	TRUE
ENSG00000111252	OMIM:254450	TRUE
ENSG00000111262	OMIM:160120	TRUE
ENSG00000111275	OMIM:610251	FALSE
ENSG00000111276	OMIM:610755	FALSE
ENSG00000111319	OMIM:264350	TRUE
ENSG00000111319	OMIM:613021	FALSE
ENSG00000111339	OMIM:616060	FALSE
ENSG00000111341	OMIM:245150	TRUE
ENSG00000111361	OMIM:603896	TRUE
ENSG00000111424	OMIM:277440	TRUE
ENSG00000111537	OMIM:607948	FALSE
ENSG00000111537	OMIM:609135	FALSE
ENSG00000111537	OMIM:609423	FALSE
ENSG00000111537	OMIM:609532	FALSE
ENSG00000111537	OMIM:613254	FALSE
ENSG00000111581	OMIM:616730	FALSE
ENSG00000111642	OMIM:617159	FALSE
ENSG00000111664	OMIM:145500	TRUE
ENSG00000111664	OMIM:617024	FALSE
ENSG00000111669	OMIM:615512	FALSE
ENSG00000111670	OMIM:252500	TRUE
ENSG00000111670	OMIM:252600	TRUE
ENSG00000111676	OMIM:125370	TRUE
ENSG00000111678	OMIM:218340	TRUE
ENSG00000111700	OMIM:237450	FALSE
ENSG00000111713	OMIM:240600	TRUE
ENSG00000111716	OMIM:614128	FALSE
ENSG00000111732	OMIM:605258	TRUE
ENSG00000111752	OMIM:615414	FALSE
ENSG00000111775	OMIM:616039	FALSE
ENSG00000111799	OMIM:616470	FALSE
ENSG00000111799	OMIM:616471	FALSE
ENSG00000111802	OMIM:616949	FALSE
ENSG00000111817	OMIM:615539	FALSE
ENSG00000111834	OMIM:612649	FALSE
ENSG00000111837	OMIM:614181	FALSE
ENSG00000111846	OMIM:110800	TRUE
ENSG00000111846	OMIM:116700	TRUE
ENSG00000111877	OMIM:616185	FALSE
ENSG00000111913	OMIM:616515	FALSE
ENSG00000112039	OMIM:600901	FALSE
ENSG00000112041	OMIM:600132	TRUE
ENSG00000112041	OMIM:613843	FALSE
ENSG00000112053	OMIM:606766	TRUE
ENSG00000112077	OMIM:185000	TRUE
ENSG00000112077	OMIM:268150	TRUE
ENSG00000112096	OMIM:612634	FALSE
ENSG00000112116	OMIM:613956	FALSE
ENSG00000112144	OMIM:612651	FALSE
ENSG00000112210	OMIM:201000	TRUE
ENSG00000112234	OMIM:615471	FALSE
ENSG00000112246	OMIM:601665	TRUE
ENSG00000112276	OMIM:616812	FALSE
ENSG00000112280	OMIM:614134	FALSE
ENSG00000112280	OMIM:614135	FALSE
ENSG00000112282	OMIM:614249	FALSE
ENSG00000112294	OMIM:271980	FALSE
ENSG00000112312	OMIM:616835	FALSE
ENSG00000112319	OMIM:601316	TRUE
ENSG00000112319	OMIM:605362	TRUE
ENSG00000112320	OMIM:613671	FALSE
ENSG00000112357	OMIM:215100	TRUE
ENSG00000112357	OMIM:614879	FALSE
ENSG00000112365	OMIM:614069	FALSE
ENSG00000112367	OMIM:216340	TRUE
ENSG00000112367	OMIM:611228	FALSE
ENSG00000112367	OMIM:612577	FALSE
ENSG00000112367	OMIM:612691	FALSE
ENSG00000112414	OMIM:616503	FALSE
ENSG00000112425	OMIM:254780	TRUE
ENSG00000112541	OMIM:616921	FALSE
ENSG00000112541	OMIM:616922	FALSE
ENSG00000112562	OMIM:125400	TRUE
ENSG00000112592	OMIM:168600	TRUE
ENSG00000112592	OMIM:607136	TRUE
ENSG00000112599	OMIM:613827	FALSE
ENSG00000112619	OMIM:136880	TRUE
ENSG00000112619	OMIM:169150	TRUE
ENSG00000112619	OMIM:608133	FALSE
ENSG00000112619	OMIM:608161	FALSE
ENSG00000112619	OMIM:613105	FALSE
ENSG00000112640	OMIM:616355	FALSE
ENSG00000112706	OMIM:616151	FALSE
ENSG00000112715	OMIM:603933	FALSE
ENSG00000112761	OMIM:208230	TRUE
ENSG00000112769	OMIM:615235	FALSE
ENSG00000112782	OMIM:616042	FALSE
ENSG00000112837	OMIM:143400	FALSE
ENSG00000112855	OMIM:614926	FALSE
ENSG00000112936	OMIM:610102	FALSE
ENSG00000112964	OMIM:143890	TRUE
ENSG00000112964	OMIM:262500	TRUE
ENSG00000112964	OMIM:604271	TRUE
ENSG00000112992	OMIM:614736	FALSE
ENSG00000113013	OMIM:182170	TRUE
ENSG00000113013	OMIM:616854	FALSE
ENSG00000113083	OMIM:617168	FALSE
ENSG00000113140	OMIM:616507	FALSE
ENSG00000113163	OMIM:616351	FALSE
ENSG00000113231	OMIM:609161	FALSE
ENSG00000113231	OMIM:614190	FALSE
ENSG00000113249	OMIM:147050	TRUE
ENSG00000113262	OMIM:257270	TRUE
ENSG00000113263	OMIM:613011	FALSE
ENSG00000113273	OMIM:253200	TRUE
ENSG00000113302	OMIM:614890	FALSE
ENSG00000113318	OMIM:608089	FALSE
ENSG00000113318	OMIM:617100	FALSE
ENSG00000113327	OMIM:607681	TRUE
ENSG00000113327	OMIM:611277	FALSE
ENSG00000113368	OMIM:169500	TRUE
ENSG00000113448	OMIM:606799	FALSE
ENSG00000113448	OMIM:614613	FALSE
ENSG00000113494	OMIM:615554	FALSE
ENSG00000113494	OMIM:615555	FALSE
ENSG00000113522	OMIM:613078	FALSE
ENSG00000113569	OMIM:615770	FALSE
ENSG00000113580	OMIM:615962	FALSE
ENSG00000113594	OMIM:601559	TRUE
ENSG00000113600	OMIM:613825	FALSE
ENSG00000113600	OMIM:615591	FALSE
ENSG00000113643	OMIM:616140	FALSE
ENSG00000113645	OMIM:615602	FALSE
ENSG00000113721	OMIM:228550	FALSE
ENSG00000113721	OMIM:601812	TRUE
ENSG00000113721	OMIM:615007	FALSE
ENSG00000113721	OMIM:616592	FALSE
ENSG00000113790	OMIM:615605	FALSE
ENSG00000113851	OMIM:607417	TRUE
ENSG00000113889	OMIM:228960	TRUE
ENSG00000113905	OMIM:613116	FALSE
ENSG00000113924	OMIM:203500	TRUE
ENSG00000113946	OMIM:248250	TRUE
ENSG00000113966	OMIM:209900	TRUE
ENSG00000113966	OMIM:600151	TRUE
ENSG00000113966	OMIM:613575	FALSE
ENSG00000113971	OMIM:208540	TRUE
ENSG00000113971	OMIM:267010	TRUE
ENSG00000113971	OMIM:604387	TRUE
ENSG00000114026	OMIM:144700	TRUE
ENSG00000114054	OMIM:606054	TRUE
ENSG00000114062	OMIM:105830	TRUE
ENSG00000114200	OMIM:177400	FALSE
ENSG00000114209	OMIM:603285	FALSE
ENSG00000114251	OMIM:180700	TRUE
ENSG00000114270	OMIM:131705	TRUE
ENSG00000114270	OMIM:131750	TRUE
ENSG00000114270	OMIM:131850	TRUE
ENSG00000114270	OMIM:132000	TRUE
ENSG00000114270	OMIM:226600	TRUE
ENSG00000114270	OMIM:604129	TRUE
ENSG00000114270	OMIM:607523	TRUE
ENSG00000114279	OMIM:617166	FALSE
ENSG00000114349	OMIM:610444	FALSE
ENSG00000114349	OMIM:616389	FALSE
ENSG00000114353	OMIM:192605	TRUE
ENSG00000114354	OMIM:604484	TRUE
ENSG00000114354	OMIM:615658	FALSE
ENSG00000114374	OMIM:415000	TRUE
ENSG00000114378	OMIM:601492	TRUE
ENSG00000114388	OMIM:617116	FALSE
ENSG00000114450	OMIM:615185	FALSE
ENSG00000114480	OMIM:232500	TRUE
ENSG00000114480	OMIM:263570	TRUE
ENSG00000114491	OMIM:258900	TRUE
ENSG00000114686	OMIM:614582	FALSE
ENSG00000114737	OMIM:607948	FALSE
ENSG00000114737	OMIM:611162	FALSE
ENSG00000114737	OMIM:614383	FALSE
ENSG00000114738	OMIM:617111	FALSE
ENSG00000114739	OMIM:613751	FALSE
ENSG00000114854	OMIM:611879	FALSE
ENSG00000114854	OMIM:613243	FALSE
ENSG00000114859	OMIM:607628	TRUE
ENSG00000114859	OMIM:615651	FALSE
ENSG00000114861	OMIM:613670	FALSE
ENSG00000114867	OMIM:614251	FALSE
ENSG00000114956	OMIM:251880	TRUE
ENSG00000114956	OMIM:617068	FALSE
ENSG00000114956	OMIM:617070	FALSE
ENSG00000114988	OMIM:616887	FALSE
ENSG00000115020	OMIM:121850	TRUE
ENSG00000115085	OMIM:269840	TRUE
ENSG00000115085	OMIM:617006	FALSE
ENSG00000115107	OMIM:615234	FALSE
ENSG00000115138	OMIM:601665	TRUE
ENSG00000115138	OMIM:609734	FALSE
ENSG00000115155	OMIM:601071	TRUE
ENSG00000115159	OMIM:125853	TRUE
ENSG00000115170	OMIM:135100	TRUE
ENSG00000115204	OMIM:256810	TRUE
ENSG00000115211	OMIM:603896	TRUE
ENSG00000115221	OMIM:616221	FALSE
ENSG00000115266	OMIM:617169	FALSE
ENSG00000115267	OMIM:182250	TRUE
ENSG00000115267	OMIM:615846	FALSE
ENSG00000115275	OMIM:606056	TRUE
ENSG00000115286	OMIM:252010	TRUE
ENSG00000115286	OMIM:256000	TRUE
ENSG00000115317	OMIM:610297	FALSE
ENSG00000115339	OMIM:211900	TRUE
ENSG00000115355	OMIM:260565	TRUE
ENSG00000115380	OMIM:126600	TRUE
ENSG00000115392	OMIM:614083	FALSE
ENSG00000115414	OMIM:601894	TRUE
ENSG00000115415	OMIM:613796	FALSE
ENSG00000115415	OMIM:614162	FALSE
ENSG00000115415	OMIM:614892	FALSE
ENSG00000115459	OMIM:615429	FALSE
ENSG00000115474	OMIM:193230	FALSE
ENSG00000115474	OMIM:614186	FALSE
ENSG00000115486	OMIM:277450	TRUE
ENSG00000115486	OMIM:610842	FALSE
ENSG00000115504	OMIM:611868	FALSE
ENSG00000115524	OMIM:614286	FALSE
ENSG00000115525	OMIM:609056	FALSE
ENSG00000115648	OMIM:609227	FALSE
ENSG00000115657	OMIM:111600	FALSE
ENSG00000115657	OMIM:609153	FALSE
ENSG00000115657	OMIM:614497	FALSE
ENSG00000115657	OMIM:615402	FALSE
ENSG00000115665	OMIM:158580	TRUE
ENSG00000115665	OMIM:617143	FALSE
ENSG00000115705	OMIM:274500	TRUE
ENSG00000115718	OMIM:176860	TRUE
ENSG00000115718	OMIM:612304	FALSE
ENSG00000115758	OMIM:114500	TRUE
ENSG00000115827	OMIM:241080	TRUE
ENSG00000115839	OMIM:600118	TRUE
ENSG00000115840	OMIM:612949	FALSE
ENSG00000115850	OMIM:223000	TRUE
ENSG00000115866	OMIM:615281	FALSE
ENSG00000115902	OMIM:616657	FALSE
ENSG00000115904	OMIM:135300	TRUE
ENSG00000115904	OMIM:610733	FALSE
ENSG00000115919	OMIM:236800	TRUE
ENSG00000115935	OMIM:614493	FALSE
ENSG00000115947	OMIM:613800	FALSE
ENSG00000116001	OMIM:604454	TRUE
ENSG00000116014	OMIM:176400	TRUE
ENSG00000116014	OMIM:614837	FALSE
ENSG00000116016	OMIM:611783	FALSE
ENSG00000116030	OMIM:613705	FALSE
ENSG00000116031	OMIM:613393	FALSE
ENSG00000116039	OMIM:267300	TRUE
ENSG00000116062	OMIM:114500	TRUE
ENSG00000116062	OMIM:120435	TRUE
ENSG00000116062	OMIM:276300	TRUE
ENSG00000116062	OMIM:608089	FALSE
ENSG00000116062	OMIM:614327	FALSE
ENSG00000116062	OMIM:614350	FALSE
ENSG00000116096	OMIM:612716	FALSE
ENSG00000116127	OMIM:203800	TRUE
ENSG00000116132	OMIM:202650	TRUE
ENSG00000116133	OMIM:602398	TRUE
ENSG00000116171	OMIM:613724	FALSE
ENSG00000116198	OMIM:616781	FALSE
ENSG00000116218	OMIM:600995	TRUE
ENSG00000116288	OMIM:606324	TRUE
ENSG00000116337	OMIM:615686	FALSE
ENSG00000116337	OMIM:615809	FALSE
ENSG00000116586	OMIM:610798	FALSE
ENSG00000116641	OMIM:615859	FALSE
ENSG00000116675	OMIM:615528	FALSE
ENSG00000116678	OMIM:614963	FALSE
ENSG00000116688	OMIM:601152	TRUE
ENSG00000116688	OMIM:609260	FALSE
ENSG00000116688	OMIM:617087	FALSE
ENSG00000116690	OMIM:208250	TRUE
ENSG00000116701	OMIM:233710	FALSE
ENSG00000116704	OMIM:269250	FALSE
ENSG00000116745	OMIM:204100	TRUE
ENSG00000116745	OMIM:613794	FALSE
ENSG00000116748	OMIM:615511	FALSE
ENSG00000116761	OMIM:219500	TRUE
ENSG00000116783	OMIM:616117	FALSE
ENSG00000116785	OMIM:235400	TRUE
ENSG00000116785	OMIM:603075	FALSE
ENSG00000116906	OMIM:222765	TRUE
ENSG00000116984	OMIM:250940	TRUE
ENSG00000116984	OMIM:601634	TRUE
ENSG00000117013	OMIM:600101	TRUE
ENSG00000117020	OMIM:615937	FALSE
ENSG00000117054	OMIM:201450	TRUE
ENSG00000117118	OMIM:115310	TRUE
ENSG00000117118	OMIM:171300	TRUE
ENSG00000117118	OMIM:604287	TRUE
ENSG00000117118	OMIM:606764	TRUE
ENSG00000117118	OMIM:606864	TRUE
ENSG00000117118	OMIM:612359	FALSE
ENSG00000117298	OMIM:145500	TRUE
ENSG00000117298	OMIM:613870	FALSE
ENSG00000117305	OMIM:246450	TRUE
ENSG00000117308	OMIM:230350	TRUE
ENSG00000117322	OMIM:610927	FALSE
ENSG00000117322	OMIM:614699	FALSE
ENSG00000117335	OMIM:612922	FALSE
ENSG00000117360	OMIM:601414	TRUE
ENSG00000117385	OMIM:610915	FALSE
ENSG00000117394	OMIM:601042	TRUE
ENSG00000117394	OMIM:606777	TRUE
ENSG00000117394	OMIM:608885	FALSE
ENSG00000117394	OMIM:612126	FALSE
ENSG00000117394	OMIM:614847	FALSE
ENSG00000117400	OMIM:254450	TRUE
ENSG00000117400	OMIM:601977	TRUE
ENSG00000117400	OMIM:604498	TRUE
ENSG00000117425	OMIM:109400	TRUE
ENSG00000117425	OMIM:155255	TRUE
ENSG00000117425	OMIM:605462	TRUE
ENSG00000117479	OMIM:249270	TRUE
ENSG00000117480	OMIM:606581	FALSE
ENSG00000117528	OMIM:616278	FALSE
ENSG00000117560	OMIM:211980	TRUE
ENSG00000117560	OMIM:601859	TRUE
ENSG00000117586	OMIM:608446	TRUE
ENSG00000117593	OMIM:611105	FALSE
ENSG00000117594	OMIM:614662	FALSE
ENSG00000117595	OMIM:119300	TRUE
ENSG00000117595	OMIM:119500	TRUE
ENSG00000117595	OMIM:608864	TRUE
ENSG00000117601	OMIM:613118	FALSE
ENSG00000117620	OMIM:615553	FALSE
ENSG00000117650	OMIM:615565	FALSE
ENSG00000117682	OMIM:613861	FALSE
ENSG00000117713	OMIM:614607	FALSE
ENSG00000117724	OMIM:243605	FALSE
ENSG00000117983	OMIM:178500	TRUE
ENSG00000117984	OMIM:610127	FALSE
ENSG00000118004	OMIM:265050	TRUE
ENSG00000118046	OMIM:175200	TRUE
ENSG00000118046	OMIM:260350	TRUE
ENSG00000118046	OMIM:273300	TRUE
ENSG00000118058	OMIM:605130	TRUE
ENSG00000118137	OMIM:105200	TRUE
ENSG00000118137	OMIM:604091	TRUE
ENSG00000118162	OMIM:615637	FALSE
ENSG00000118193	OMIM:616258	FALSE
ENSG00000118194	OMIM:115195	TRUE
ENSG00000118194	OMIM:601494	TRUE
ENSG00000118194	OMIM:612422	FALSE
ENSG00000118197	OMIM:174300	TRUE
ENSG00000118217	OMIM:616517	FALSE
ENSG00000118231	OMIM:115700	TRUE
ENSG00000118246	OMIM:220110	TRUE
ENSG00000118260	OMIM:612160	FALSE
ENSG00000118271	OMIM:105210	TRUE
ENSG00000118271	OMIM:115430	TRUE
ENSG00000118271	OMIM:145680	TRUE
ENSG00000118402	OMIM:133190	TRUE
ENSG00000118402	OMIM:600110	TRUE
ENSG00000118402	OMIM:614457	FALSE
ENSG00000118503	OMIM:616744	FALSE
ENSG00000118520	OMIM:207800	TRUE
ENSG00000118600	OMIM:615041	FALSE
ENSG00000118729	OMIM:611938	FALSE
ENSG00000118762	OMIM:613095	FALSE
ENSG00000118777	OMIM:138900	TRUE
ENSG00000118777	OMIM:614490	FALSE
ENSG00000118873	OMIM:212720	TRUE
ENSG00000118873	OMIM:614225	FALSE
ENSG00000118965	OMIM:613610	FALSE
ENSG00000118965	OMIM:614091	FALSE
ENSG00000118971	OMIM:615938	FALSE
ENSG00000118972	OMIM:193100	TRUE
ENSG00000118972	OMIM:211900	TRUE
ENSG00000119013	OMIM:252010	TRUE
ENSG00000119042	OMIM:612313	FALSE
ENSG00000119121	OMIM:602014	TRUE
ENSG00000119139	OMIM:607748	TRUE
ENSG00000119139	OMIM:615878	FALSE
ENSG00000119333	OMIM:615633	FALSE
ENSG00000119392	OMIM:253310	TRUE
ENSG00000119392	OMIM:611890	FALSE
ENSG00000119401	OMIM:254110	TRUE
ENSG00000119401	OMIM:615988	FALSE
ENSG00000119508	OMIM:612237	FALSE
ENSG00000119509	OMIM:602088	TRUE
ENSG00000119514	OMIM:608812	TRUE
ENSG00000119523	OMIM:607906	TRUE
ENSG00000119523	OMIM:616228	FALSE
ENSG00000119535	OMIM:162830	TRUE
ENSG00000119535	OMIM:617014	FALSE
ENSG00000119614	OMIM:610092	FALSE
ENSG00000119614	OMIM:610093	FALSE
ENSG00000119638	OMIM:614262	FALSE
ENSG00000119638	OMIM:617022	FALSE
ENSG00000119638	OMIM:617025	FALSE
ENSG00000119650	OMIM:614099	FALSE
ENSG00000119655	OMIM:607625	TRUE
ENSG00000119661	OMIM:614017	FALSE
ENSG00000119681	OMIM:251750	FALSE
ENSG00000119681	OMIM:613086	FALSE
ENSG00000119681	OMIM:614819	FALSE
ENSG00000119684	OMIM:114500	TRUE
ENSG00000119684	OMIM:608089	FALSE
ENSG00000119684	OMIM:614385	FALSE
ENSG00000119685	OMIM:615860	FALSE
ENSG00000119686	OMIM:225790	TRUE
ENSG00000119688	OMIM:614857	FALSE
ENSG00000119699	OMIM:107970	TRUE
ENSG00000119699	OMIM:615582	FALSE
ENSG00000119711	OMIM:614105	FALSE
ENSG00000119715	OMIM:608565	TRUE
ENSG00000119718	OMIM:603896	TRUE
ENSG00000119723	OMIM:614650	FALSE
ENSG00000119772	OMIM:615879	FALSE
ENSG00000119866	OMIM:617101	FALSE
ENSG00000119878	OMIM:615789	FALSE
ENSG00000119888	OMIM:613217	FALSE
ENSG00000119888	OMIM:613244	FALSE
ENSG00000119899	OMIM:269920	TRUE
ENSG00000119899	OMIM:604369	TRUE
ENSG00000119950	OMIM:176807	TRUE
ENSG00000119969	OMIM:616911	FALSE
ENSG00000119977	OMIM:258860	TRUE
ENSG00000119977	OMIM:614815	FALSE
ENSG00000120008	OMIM:614858	FALSE
ENSG00000120053	OMIM:614419	FALSE
ENSG00000120054	OMIM:212070	TRUE
ENSG00000120071	OMIM:610443	FALSE
ENSG00000120094	OMIM:614744	FALSE
ENSG00000120149	OMIM:168500	TRUE
ENSG00000120149	OMIM:168550	TRUE
ENSG00000120149	OMIM:604757	TRUE
ENSG00000120156	OMIM:600195	TRUE
ENSG00000120370	OMIM:231070	TRUE
ENSG00000120457	OMIM:613485	FALSE
ENSG00000120457	OMIM:613677	FALSE
ENSG00000120498	OMIM:309120	TRUE
ENSG00000120539	OMIM:188000	TRUE
ENSG00000120659	OMIM:259710	TRUE
ENSG00000120693	OMIM:615342	FALSE
ENSG00000120699	OMIM:616081	FALSE
ENSG00000120708	OMIM:121820	FALSE
ENSG00000120708	OMIM:121900	TRUE
ENSG00000120708	OMIM:122200	TRUE
ENSG00000120708	OMIM:602082	TRUE
ENSG00000120708	OMIM:607541	TRUE
ENSG00000120708	OMIM:608470	TRUE
ENSG00000120708	OMIM:608471	FALSE
ENSG00000120725	OMIM:248800	TRUE
ENSG00000120729	OMIM:159000	TRUE
ENSG00000120729	OMIM:182920	TRUE
ENSG00000120729	OMIM:609200	FALSE
ENSG00000120802	OMIM:613740	FALSE
ENSG00000120889	OMIM:275355	FALSE
ENSG00000120903	OMIM:610353	FALSE
ENSG00000120915	OMIM:143890	TRUE
ENSG00000120925	OMIM:608984	TRUE
ENSG00000120942	OMIM:121800	TRUE
ENSG00000120948	OMIM:612069	FALSE
ENSG00000121053	OMIM:261500	TRUE
ENSG00000121075	OMIM:147891	TRUE
ENSG00000121207	OMIM:613341	FALSE
ENSG00000121270	OMIM:117800	FALSE
ENSG00000121361	OMIM:272120	TRUE
ENSG00000121454	OMIM:262700	TRUE
ENSG00000121552	OMIM:607936	TRUE
ENSG00000121634	OMIM:116200	TRUE
ENSG00000121653	OMIM:125853	TRUE
ENSG00000121680	OMIM:614876	FALSE
ENSG00000121680	OMIM:614877	FALSE
ENSG00000121691	OMIM:614097	FALSE
ENSG00000121742	OMIM:129500	TRUE
ENSG00000121742	OMIM:220290	TRUE
ENSG00000121742	OMIM:612643	FALSE
ENSG00000121742	OMIM:612645	FALSE
ENSG00000121743	OMIM:601885	TRUE
ENSG00000121853	OMIM:615925	FALSE
ENSG00000121879	OMIM:114480	TRUE
ENSG00000121879	OMIM:114500	TRUE
ENSG00000121879	OMIM:114550	TRUE
ENSG00000121879	OMIM:162900	TRUE
ENSG00000121879	OMIM:167000	FALSE
ENSG00000121879	OMIM:182000	TRUE
ENSG00000121879	OMIM:211980	TRUE
ENSG00000121879	OMIM:602501	TRUE
ENSG00000121879	OMIM:612918	FALSE
ENSG00000121879	OMIM:613659	FALSE
ENSG00000121879	OMIM:615108	FALSE
ENSG00000121897	OMIM:614462	FALSE
ENSG00000121905	OMIM:224500	TRUE
ENSG00000121957	OMIM:604213	TRUE
ENSG00000121966	OMIM:193670	TRUE
ENSG00000122025	OMIM:601626	TRUE
ENSG00000122025	OMIM:613065	FALSE
ENSG00000122026	OMIM:615885	FALSE
ENSG00000122121	OMIM:300909	FALSE
ENSG00000122126	OMIM:300555	FALSE
ENSG00000122126	OMIM:309000	TRUE
ENSG00000122145	OMIM:302905	TRUE
ENSG00000122145	OMIM:303400	TRUE
ENSG00000122194	OMIM:217090	TRUE
ENSG00000122218	OMIM:616414	FALSE
ENSG00000122223	OMIM:180300	TRUE
ENSG00000122335	OMIM:614739	FALSE
ENSG00000122367	OMIM:601493	FALSE
ENSG00000122367	OMIM:609452	FALSE
ENSG00000122406	OMIM:612561	FALSE
ENSG00000122482	OMIM:614167	FALSE
ENSG00000122507	OMIM:615986	FALSE
ENSG00000122512	OMIM:120435	TRUE
ENSG00000122512	OMIM:276300	TRUE
ENSG00000122512	OMIM:614327	FALSE
ENSG00000122512	OMIM:614337	FALSE
ENSG00000122550	OMIM:612943	FALSE
ENSG00000122550	OMIM:617055	FALSE
ENSG00000122566	OMIM:615422	FALSE
ENSG00000122591	OMIM:610532	FALSE
ENSG00000122643	OMIM:266120	TRUE
ENSG00000122691	OMIM:101400	TRUE
ENSG00000122691	OMIM:123100	TRUE
ENSG00000122691	OMIM:180750	TRUE
ENSG00000122735	OMIM:244400	TRUE
ENSG00000122787	OMIM:235555	TRUE
ENSG00000122852	OMIM:178500	TRUE
ENSG00000122859	OMIM:610370	FALSE
ENSG00000122861	OMIM:104300	TRUE
ENSG00000122861	OMIM:601709	TRUE
ENSG00000122863	OMIM:143095	TRUE
ENSG00000122870	OMIM:601331	TRUE
ENSG00000122877	OMIM:145900	TRUE
ENSG00000122877	OMIM:605253	TRUE
ENSG00000122877	OMIM:607678	TRUE
ENSG00000122966	OMIM:617090	FALSE
ENSG00000122971	OMIM:201470	TRUE
ENSG00000123066	OMIM:608808	TRUE
ENSG00000123066	OMIM:616789	FALSE
ENSG00000123095	OMIM:612975	FALSE
ENSG00000123104	OMIM:106190	FALSE
ENSG00000123191	OMIM:277900	TRUE
